Divipola,Departamento ,Codigo Departamento,Municipio ,Poblacion Enero 2021,Poblacion Agosto 2021,Poblacion Febrero 2022,Poblacion Octubre 2022,Proyecciones Poblacion 2021,Proyecciones Población 2022,Tasa de Poblacion Migrante para 2021 por 1.000 Hab,Tasa de Poblacion Migrante para 2022 por 1.000 Hab,Tasa de Poblacion Migrante para octubre 2022 por 1.000 Hab
73030,Tolima,73,Ambalema,7,16,37,32,6579,6594,2,6,5
73563,Tolima,73,Prado,7,43,73,58,8439,8458,5,9,7
73461,Tolima,73,Murillo,5,3,4,5,4155,4164,1,1,1
73870,Tolima,73,Villahermosa,4,17,34,38,9212,9233,2,4,4
73236,Tolima,73,Dolores,3,36,42,66,8208,8226,4,5,8
73770,Tolima,73,Suárez,1,12,19,23,3783,33053,3,1,1
76001,Valle del Cauca,76,Cali,59571,84160,121837,117780,2264748,2280907,37,53,52
76364,Valle del Cauca,76,Jamundí,6872,8028,9890,8821,168079,169280,48,58,52
76520,Valle del Cauca,76,Palmira,5650,9583,14873,12625,356259,358806,27,41,35
76892,Valle del Cauca,76,Yumbo,2569,4507,6442,5369,110683,111474,41,58,48
76834,Valle del Cauca,76,Tuluá,2535,3542,5306,5030,220032,221604,16,24,23
76147,Valle del Cauca,76,Cartago,1764,2145,3643,3183,138042,139026,16,26,23
76109,Valle del Cauca,76,Buenaventura,1508,2050,3494,3452,313508,315743,7,11,11
76130,Valle del Cauca,76,Candelaria,1485,3324,5131,4512,94736,17714,35,290,255
76111,Valle del Cauca,76,Guadalajara de Buga,1377,2518,3600,3177,129639,130564,19,28,24
76248,Valle del Cauca,76,El Cerrito,639,1286,1985,1767,57441,57851,22,34,31
76400,Valle del Cauca,76,La Unión,425,608,884,923,34685,23094,18,38,40
76895,Valle del Cauca,76,Zarzal,365,678,1067,1007,42635,42940,16,25,23
76563,Valle del Cauca,76,Pradera,355,485,755,687,48424,48770,10,15,14
76275,Valle del Cauca,76,Florida,348,1527,2555,2306,58273,58689,26,44,39
76233,Valle del Cauca,76,Dagua,334,754,1339,1307,49279,49631,15,27,26
76622,Valle del Cauca,76,Roldanillo,314,641,1187,973,36984,37248,17,32,26
76318,Valle del Cauca,76,Guacarí,286,644,984,903,33759,34000,19,29,27
76122,Valle del Cauca,76,Caicedonia,274,389,662,746,28674,28879,14,23,26
76126,Valle del Cauca,76,Calima,273,646,911,925,18364,18495,35,49,50
76377,Valle del Cauca,76,La Cumbre,227,289,468,465,16598,16716,17,28,28
76736,Valle del Cauca,76,Sevilla,219,361,755,1006,41374,41670,9,18,24
76113,Valle del Cauca,76,Bugalagrande,206,250,396,446,24597,24772,10,16,18
76606,Valle del Cauca,76,Restrepo,187,206,385,499,15386,18958,13,20,26
76036,Valle del Cauca,76,Andalucía,178,232,356,387,22716,22878,10,16,17
76306,Valle del Cauca,76,Ginebra,174,335,540,605,23174,23340,14,23,26
76403,Valle del Cauca,76,La Victoria,140,267,426,447,11931,1132,22,376,395
76890,Valle del Cauca,76,Yotoco,127,333,469,525,16284,16400,20,29,32
76020,Valle del Cauca,76,Alcalá,106,283,537,635,14375,14477,20,37,44
76869,Valle del Cauca,76,Vijes,100,420,582,661,12953,13046,32,45,51
76670,Valle del Cauca,76,San Pedro,92,168,304,334,17297,19675,10,15,17
76828,Valle del Cauca,76,Trujillo,90,165,257,310,19084,19220,9,13,16
76616,Valle del Cauca,76,Riofrío,66,98,166,167,15546,15657,6,11,11
76246,Valle del Cauca,76,El Cairo,64,74,99,137,6541,6588,11,15,21
76054,Valle del Cauca,76,Argelia,56,96,120,152,5205,7780,18,15,20
76823,Valle del Cauca,76,Toro,54,127,212,214,14466,14570,9,15,15
76041,Valle del Cauca,76,Ansermanuevo,50,187,255,239,17409,17533,11,15,14
76243,Valle del Cauca,76,El águila,44,20,17,34,8608,8670,2,2,4
76497,Valle del Cauca,76,Obando,40,31,60,71,12107,12193,3,5,6
76100,Valle del Cauca,76,Bolívar,33,122,189,226,15798,37586,8,5,6
76863,Valle del Cauca,76,Versalles,23,32,93,92,6987,7037,5,13,13
76250,Valle del Cauca,76,El Dovio,20,94,160,177,8662,8724,11,18,20
76845,Valle del Cauca,76,Ulloa,0,0,49,57,5410,5449,0,9,10
97001,Vaupes,97,Mitu,46,7,8,6,34307,35838,0,0,0
97666,Vaupes,97,Taraira,21,0,3,2,2534,2647,0,1,1
97161,Vaupes,97,Cacuru,3,0,4,4,3349,"3,498",0,1,1
97511,Vaupes,97,Pacoa,3,0,0,1,4649,4881,0,0,0
11001,"Bogota, D.C.",11,"Bogota, D.C.",340711,393716,495236,614974,7834167,7901653,50,63,78
99001,Vichada,99,Puerto Carreño,4077,4551,9656,11062,20578,20798,221,464,532
99773,Vichada,99,Cumaribo,352,88,105,160,79984,80837,1,1,2
99524,Vichada,99,La Primavera,116,72,132,346,9743,9846,7,13,35
99624,Vichada,99,Santa Rosalia,10,27,41,62,4252,4297,6,10,14
